,path
0,[[10.990555302991869, 50.57405270883231], [10.735109199719613, 51.44048287799108]]
1,[[12.21673689147934, 54.10086718918505], [9.914146108137174, 53.51683586463968]]
2,[[13.84036959882559, 50.991184489733776], [13.572054300429349, 50.13163060776545]]
3,[[9.914146108137174, 53.51683586463968], [12.21673689147934, 54.10086718918505]]
4,[[13.24896292449017, 52.53162900329271], [15.806172566070796, 52.71332183993811]]
5,[[10.735109199719613, 51.44048287799108], [10.990555302991869, 50.57405270883231]]
6,[[15.806172566070796, 52.71332183993811], [13.24896292449017, 52.53162900329271]]
7,[[5.458677338176447, 52.027324709934], [9.914146108137174, 53.51683586463968]]
8,[[13.545924261975069, 47.79039380145816], [13.572054300429349, 50.13163060776545]]
9,[[13.572054300429349, 50.13163060776545], [13.84036959882559, 50.991184489733776]]
10,[[5.223506904331041, 48.31438678912545], [5.458677338176447, 52.027324709934]]
